CustomerID,SignupDate,ContractType,PaymentMethod,Age,MonthlyCharges,TotalCharges,SupportTickets,EngagementScore,LeftCompany,TenureMonths,ContractType_Num,PaymentMethod_Num,ChurnRiskScore_%
CUST-03545,2023-05-28 16:00:00,Two year,Mailed Check,22,95.94,3645.72,3,10,0,38.0,2,3,15.0
CUST-03546,2023-05-28 17:00:00,Month-to-month,Credit Card,46,47.82,1817.16,0,5,0,38.0,0,1,34.0
CUST-03547,2023-05-28 18:00:00,Month-to-month,Mailed Check,49,49.62,1885.56,1,7,0,38.0,0,3,7.0
CUST-03548,2023-05-28 19:00:00,Month-to-month,Credit Card,77,86.84,3299.92,2,4,0,38.0,0,1,9.0
CUST-03549,2023-05-28 20:00:00,Month-to-month,Credit Card,70,64.42,2447.96,2,8,0,38.0,0,1,5.0
CUST-03550,2023-05-28 21:00:00,Month-to-month,Bank Transfer,23,73.38,2788.44,1,9,1,38.0,0,0,66.0
CUST-03551,2023-05-28 22:00:00,Two year,Credit Card,19,105.25,3999.5,2,9,0,38.0,2,1,23.0
CUST-03552,2023-05-28 23:00:00,Month-to-month,Mailed Check,23,74.91,2846.58,1,9,0,38.0,0,3,22.0
CUST-03553,2023-05-29 00:00:00,Month-to-month,Mailed Check,63,88.72,3371.36,1,2,0,38.0,0,3,20.0
CUST-03554,2023-05-29 01:00:00,Month-to-month,Unknown,60,89.11,3386.18,2,3,1,38.0,0,4,18.0
CUST-03555,2023-05-29 02:00:00,Month-to-month,Electronic Check,21,102.32,3888.16,0,5,0,38.0,0,2,3.0
CUST-03556,2023-05-29 03:00:00,One year,Bank Transfer,73,87.43,3322.34,0,1,1,38.0,1,0,68.0
CUST-03557,2023-05-29 04:00:00,Month-to-month,Mailed Check,46,35.82,1361.16,0,4,0,38.0,0,3,4.0
CUST-03558,2023-05-29 05:00:00,Month-to-month,Mailed Check,76,60.79,2310.02,0,5,0,38.0,0,3,33.0
CUST-03559,2023-05-29 06:00:00,Month-to-month,Mailed Check,42,119.04,4523.52,1,9,0,38.0,0,3,5.0
CUST-03560,2023-05-29 07:00:00,Month-to-month,Bank Transfer,26,47.68,1811.84,1,8,1,38.0,0,0,74.0
CUST-03561,2023-05-29 08:00:00,Month-to-month,Mailed Check,73,82.8,3146.4,1,1,1,38.0,0,3,69.0
CUST-03562,2023-05-29 09:00:00,Two year,Electronic Check,20,105.86,4022.68,1,3,1,38.0,2,2,13.0
CUST-03563,2023-05-29 10:00:00,Month-to-month,Bank Transfer,43,82.79,3146.0200000000004,2,3,0,38.0,0,0,7.0
CUST-03564,2023-05-29 11:00:00,Month-to-month,Electronic Check,65,63.5,2413.0,1,6,0,38.0,0,2,11.0
CUST-03565,2023-05-29 12:00:00,Month-to-month,Electronic Check,60,37.21,1413.98,2,4,0,38.0,0,2,0.0
CUST-03566,2023-05-29 13:00:00,One year,Bank Transfer,44,62.54,2376.52,1,4,0,38.0,1,0,11.0
CUST-03567,2023-05-29 14:00:00,Month-to-month,Credit Card,53,46.38,1762.44,5,1,0,38.0,0,1,21.0
CUST-03568,2023-05-29 15:00:00,One year,Credit Card,49,116.48,4426.24,2,10,0,38.0,1,1,21.0
CUST-03569,2023-05-29 16:00:00,One year,Electronic Check,18,94.35,3585.3,0,4,0,38.0,1,2,11.0
CUST-03570,2023-05-29 17:00:00,Two year,Credit Card,74,97.44,3702.72,3,1,0,38.0,2,1,10.0
CUST-03571,2023-05-29 18:00:00,Month-to-month,Mailed Check,70,69.23,2630.74,2,5,1,38.0,0,3,87.0
CUST-03572,2023-05-29 19:00:00,Month-to-month,Bank Transfer,71,39.89,1515.82,1,3,1,38.0,0,0,62.0
CUST-03573,2023-05-29 20:00:00,Two year,Electronic Check,33,54.0,2052.0,1,10,0,38.0,2,2,5.0
CUST-03574,2023-05-29 21:00:00,Two year,Mailed Check,68,53.37,2028.06,1,5,1,38.0,2,3,69.0
CUST-03575,2023-05-29 22:00:00,Two year,Unknown,65,73.81,2804.78,1,3,0,38.0,2,4,16.0
CUST-03576,2023-05-29 23:00:00,Month-to-month,Mailed Check,28,71.48,2716.24,3,5,0,38.0,0,3,22.0
CUST-03577,2023-05-30 00:00:00,Month-to-month,Credit Card,43,69.0,2622.0,3,4,1,38.0,0,1,68.0
CUST-03578,2023-05-30 01:00:00,Month-to-month,Electronic Check,57,74.63,2835.94,0,9,0,38.0,0,2,14.0
CUST-03579,2023-05-30 02:00:00,One year,Mailed Check,72,118.83,4515.54,3,6,0,38.0,1,3,7.0
CUST-03580,2023-05-30 03:00:00,Month-to-month,Bank Transfer,18,56.84,2159.92,2,10,0,38.0,0,0,11.0
CUST-03581,2023-05-30 04:00:00,Month-to-month,Electronic Check,43,85.37,3244.0600000000004,0,2,0,38.0,0,2,12.0
CUST-03582,2023-05-30 05:00:00,Two year,Mailed Check,45,51.55,1958.9,1,1,0,38.0,2,3,11.0
CUST-03583,2023-05-30 06:00:00,Month-to-month,Mailed Check,70,71.99,2735.62,0,1,0,38.0,0,3,21.0
CUST-03584,2023-05-30 07:00:00,Two year,Credit Card,75,48.0,1824.0,1,1,1,38.0,2,1,69.0
CUST-03585,2023-05-30 08:00:00,Month-to-month,Electronic Check,26,80.23,3048.74,0,9,1,38.0,0,2,74.0
CUST-03586,2023-05-30 09:00:00,Month-to-month,Electronic Check,77,53.84,2045.92,1,5,0,38.0,0,2,16.0
CUST-03587,2023-05-30 10:00:00,Month-to-month,Electronic Check,76,33.3,1265.4,1,4,0,38.0,0,2,4.0
CUST-03588,2023-05-30 11:00:00,One year,Electronic Check,61,103.37,3928.06,0,10,1,38.0,1,2,69.0
CUST-03589,2023-05-30 12:00:00,Month-to-month,Credit Card,39,41.53,1578.14,4,5,0,38.0,0,1,6.0
CUST-03590,2023-05-30 13:00:00,Month-to-month,Bank Transfer,25,63.12,2398.56,2,9,0,38.0,0,0,8.0
CUST-03591,2023-05-30 14:00:00,Two year,Electronic Check,75,72.94,2771.72,2,3,0,38.0,2,2,9.0
CUST-03592,2023-05-30 15:00:00,Month-to-month,Credit Card,66,68.92,2618.96,1,3,1,38.0,0,1,69.0
CUST-03593,2023-05-30 16:00:00,Month-to-month,Bank Transfer,59,95.31,3621.78,5,2,0,38.0,0,0,5.0
CUST-03594,2023-05-30 17:00:00,Month-to-month,Bank Transfer,44,83.71,3180.98,2,8,0,38.0,0,0,4.0
CUST-03595,2023-05-30 18:00:00,Month-to-month,Credit Card,56,56.58,2150.04,0,7,0,38.0,0,1,3.0
CUST-03596,2023-05-30 19:00:00,One year,Electronic Check,36,34.64,1316.32,2,2,0,38.0,1,2,11.0
CUST-03597,2023-05-30 20:00:00,Month-to-month,Bank Transfer,42,99.08,3765.04,1,4,0,38.0,0,0,15.0
CUST-03598,2023-05-30 21:00:00,Month-to-month,Electronic Check,55,61.72,2345.36,1,7,0,38.0,0,2,4.0
CUST-03599,2023-05-30 22:00:00,Month-to-month,Electronic Check,38,110.07,4182.66,1,1,0,38.0,0,2,33.0
CUST-03600,2023-05-30 23:00:00,One year,Mailed Check,41,65.55,2490.9,3,1,0,38.0,1,3,0.0
CUST-03601,2023-05-31 00:00:00,Month-to-month,Electronic Check,41,94.59,3594.42,2,8,0,38.0,0,2,3.0
CUST-03602,2023-05-31 01:00:00,Month-to-month,Mailed Check,77,114.56,4353.28,1,6,0,38.0,0,3,10.0
CUST-03603,2023-05-31 02:00:00,Month-to-month,Bank Transfer,77,88.6,3366.8,1,2,0,38.0,0,0,6.0
CUST-03604,2023-05-31 03:00:00,Month-to-month,Credit Card,36,67.21,2553.98,3,10,0,38.0,0,1,3.0
CUST-03605,2023-05-31 04:00:00,Month-to-month,Mailed Check,67,81.06,3080.28,0,10,0,38.0,0,3,19.0
CUST-03606,2023-05-31 05:00:00,Month-to-month,Credit Card,64,78.91,2998.58,1,1,0,38.0,0,1,12.0
CUST-03607,2023-05-31 06:00:00,Two year,Bank Transfer,19,82.63,3139.94,1,3,0,38.0,2,0,6.0
CUST-03608,2023-05-31 07:00:00,Month-to-month,Electronic Check,31,43.21,1641.98,4,4,0,38.0,0,2,8.0
CUST-03609,2023-05-31 08:00:00,Two year,Bank Transfer,70,92.86,3528.68,0,5,0,38.0,2,0,16.0
CUST-03610,2023-05-31 09:00:00,Two year,Credit Card,49,43.05,1635.9,0,10,0,38.0,2,1,4.0
CUST-03611,2023-05-31 10:00:00,Month-to-month,Bank Transfer,59,31.31,1189.78,1,3,0,38.0,0,0,5.0
CUST-03612,2023-05-31 11:00:00,Month-to-month,Electronic Check,49,86.23,3276.74,1,5,0,38.0,0,2,1.0
CUST-03613,2023-05-31 12:00:00,Month-to-month,Bank Transfer,45,40.51,1539.38,6,7,0,38.0,0,0,15.0
CUST-03614,2023-05-31 13:00:00,One year,Electronic Check,65,99.33,3774.54,1,9,0,38.0,1,2,17.0
CUST-03615,2023-05-31 14:00:00,Month-to-month,Unknown,56,107.94,4101.72,0,5,0,38.0,0,4,21.0
CUST-03616,2023-05-31 15:00:00,Month-to-month,Unknown,57,115.03,4371.14,1,4,0,38.0,0,4,14.0
CUST-03617,2023-05-31 16:00:00,Month-to-month,Electronic Check,59,89.8,3412.4,2,10,0,38.0,0,2,13.0
CUST-03618,2023-05-31 17:00:00,Two year,Electronic Check,64,73.38,2788.44,0,9,0,38.0,2,2,9.0
CUST-03619,2023-05-31 18:00:00,One year,Bank Transfer,57,61.7,2344.6,1,8,1,38.0,1,0,22.0
CUST-03620,2023-05-31 19:00:00,Month-to-month,Mailed Check,30,74.18,2818.84,0,5,1,38.0,0,3,77.0
CUST-03621,2023-05-31 20:00:00,One year,Electronic Check,29,47.12,1790.56,2,9,0,38.0,1,2,9.0
CUST-03622,2023-05-31 21:00:00,Month-to-month,Mailed Check,25,61.35,2331.3,0,9,1,38.0,0,3,71.0
CUST-03623,2023-05-31 22:00:00,Month-to-month,Mailed Check,32,94.61,3595.18,4,1,0,38.0,0,3,12.0
CUST-03625,2023-06-01 00:00:00,Month-to-month,Electronic Check,29,53.76,2042.88,1,5,1,38.0,0,2,70.0
CUST-03626,2023-06-01 01:00:00,Month-to-month,Bank Transfer,60,97.44,3702.72,1,6,0,38.0,0,0,15.0
CUST-03627,2023-06-01 02:00:00,Month-to-month,Credit Card,68,46.0,1748.0,1,10,0,38.0,0,1,22.0
CUST-03628,2023-06-01 03:00:00,Two year,Credit Card,63,52.12,1980.56,0,3,0,38.0,2,1,5.0
CUST-03629,2023-06-01 04:00:00,One year,Electronic Check,44,31.57,1199.66,4,3,0,38.0,1,2,5.0
CUST-03630,2023-06-01 05:00:00,One year,Mailed Check,35,94.8,3602.4,1,10,0,38.0,1,3,10.0
CUST-03631,2023-06-01 06:00:00,One year,Electronic Check,62,85.61,3253.18,0,5,0,38.0,1,2,14.0
CUST-03632,2023-06-01 07:00:00,Month-to-month,Electronic Check,53,92.49,3514.62,0,7,1,38.0,0,2,8.0
CUST-03633,2023-06-01 08:00:00,Month-to-month,Credit Card,66,49.28,1872.64,1,4,0,38.0,0,1,8.0
CUST-03634,2023-06-01 09:00:00,Month-to-month,Credit Card,68,91.86,3490.68,1,6,0,38.0,0,1,4.0
CUST-03635,2023-06-01 10:00:00,Month-to-month,Mailed Check,44,83.67,3179.46,0,5,1,38.0,0,3,69.0
CUST-03636,2023-06-01 11:00:00,Month-to-month,Mailed Check,26,62.94,2391.72,1,2,0,38.0,0,3,7.0
CUST-03637,2023-06-01 12:00:00,Two year,Electronic Check,72,69.4,2637.2000000000003,2,1,0,38.0,2,2,13.0
CUST-03638,2023-06-01 13:00:00,Month-to-month,Bank Transfer,56,81.11,3082.18,3,6,0,38.0,0,0,2.0
CUST-03639,2023-06-01 14:00:00,Month-to-month,Electronic Check,18,74.39,2826.82,1,5,0,38.0,0,2,12.0
CUST-03640,2023-06-01 15:00:00,Month-to-month,Mailed Check,24,87.76,3334.88,0,9,1,38.0,0,3,75.0
CUST-03641,2023-06-01 16:00:00,Month-to-month,Bank Transfer,43,46.28,1758.64,1,7,0,38.0,0,0,14.0
CUST-03642,2023-06-01 17:00:00,Two year,Credit Card,24,78.66,2989.08,2,1,1,38.0,2,1,75.0
CUST-03643,2023-06-01 18:00:00,Month-to-month,Mailed Check,69,70.52,2679.76,1,10,0,38.0,0,3,11.0
CUST-03644,2023-06-01 19:00:00,Month-to-month,Mailed Check,24,71.49,2716.62,5,6,0,38.0,0,3,21.0
CUST-03645,2023-06-01 20:00:00,One year,Bank Transfer,25,72.24,2745.12,1,7,0,38.0,1,0,7.0
CUST-03646,2023-06-01 21:00:00,Month-to-month,Mailed Check,33,109.33,4154.54,2,3,0,38.0,0,3,14.0
CUST-03647,2023-06-01 22:00:00,Month-to-month,Mailed Check,20,103.67,3939.46,0,9,0,38.0,0,3,9.0
CUST-03648,2023-06-01 23:00:00,Month-to-month,Mailed Check,62,86.66,3293.08,1,2,0,38.0,0,3,10.0
CUST-03649,2023-06-02 00:00:00,Month-to-month,Mailed Check,27,94.48,3590.24,0,1,1,38.0,0,3,69.0
CUST-03650,2023-06-02 01:00:00,Two year,Mailed Check,67,33.84,1285.92,1,10,0,38.0,2,3,9.0
CUST-03651,2023-06-02 02:00:00,One year,Mailed Check,24,96.96,3684.48,0,10,0,38.0,1,3,7.0
CUST-03652,2023-06-02 03:00:00,Month-to-month,Mailed Check,38,73.75,2802.5,2,9,0,38.0,0,3,21.0
CUST-03653,2023-06-02 04:00:00,Two year,Unknown,70,58.59,2226.42,2,7,0,38.0,2,4,16.0
CUST-03654,2023-06-02 05:00:00,Month-to-month,Unknown,79,42.57,1617.66,0,10,0,38.0,0,4,8.0
CUST-03655,2023-06-02 06:00:00,Month-to-month,Mailed Check,54,36.76,1396.88,0,1,0,38.0,0,3,8.0
CUST-03656,2023-06-02 07:00:00,Month-to-month,Credit Card,48,34.03,1293.14,4,4,0,38.0,0,1,2.0
CUST-03657,2023-06-02 08:00:00,Month-to-month,Credit Card,40,44.55,1692.9,0,10,0,38.0,0,1,8.0
CUST-03658,2023-06-02 09:00:00,Month-to-month,Electronic Check,74,32.7,1242.6,3,3,0,38.0,0,2,5.0
CUST-03659,2023-06-02 10:00:00,One year,Electronic Check,44,95.94,3645.72,2,7,0,38.0,1,2,8.0
CUST-03660,2023-06-02 11:00:00,Two year,Credit Card,73,52.37,1990.06,3,5,0,38.0,2,1,5.0
CUST-03661,2023-06-02 12:00:00,Month-to-month,Credit Card,39,63.18,2400.84,0,9,0,38.0,0,1,6.0
CUST-03662,2023-06-02 13:00:00,Month-to-month,Mailed Check,56,104.04,3953.52,3,3,1,38.0,0,3,61.0
CUST-03663,2023-06-02 14:00:00,Month-to-month,Electronic Check,74,40.31,1531.7800000000002,0,6,0,38.0,0,2,14.0
CUST-03664,2023-06-02 15:00:00,Month-to-month,Bank Transfer,79,105.2,3997.6,4,10,0,38.0,0,0,17.0
CUST-03665,2023-06-02 16:00:00,Month-to-month,Electronic Check,44,87.56,3327.28,1,2,0,38.0,0,2,13.0
CUST-03666,2023-06-02 17:00:00,Month-to-month,Credit Card,71,60.78,2309.64,0,3,0,38.0,0,1,20.0
CUST-03667,2023-06-02 18:00:00,Two year,Credit Card,66,40.59,1542.42,0,4,1,38.0,2,1,22.0
CUST-03668,2023-06-02 19:00:00,Month-to-month,Mailed Check,21,38.23,1452.7399999999998,1,6,1,38.0,0,3,78.0
CUST-03669,2023-06-02 20:00:00,Month-to-month,Mailed Check,41,60.19,2287.22,3,1,0,38.0,0,3,6.0
CUST-03670,2023-06-02 21:00:00,Month-to-month,Electronic Check,40,42.62,1619.56,5,6,1,38.0,0,2,64.0
CUST-03671,2023-06-02 22:00:00,Month-to-month,Mailed Check,65,54.09,2055.42,2,4,0,38.0,0,3,4.0
CUST-03672,2023-06-02 23:00:00,Month-to-month,Bank Transfer,36,34.76,1320.88,2,8,0,38.0,0,0,10.0
CUST-03673,2023-06-03 00:00:00,One year,Bank Transfer,59,83.55,3174.9,1,9,0,38.0,1,0,6.0
CUST-03674,2023-06-03 01:00:00,Month-to-month,Mailed Check,20,43.07,1636.66,3,8,1,38.0,0,3,64.0
CUST-03675,2023-06-03 02:00:00,One year,Bank Transfer,44,98.1,3727.8,4,8,0,38.0,1,0,19.0
CUST-03676,2023-06-03 03:00:00,Month-to-month,Bank Transfer,20,49.63,1885.94,2,2,1,38.0,0,0,72.0
CUST-03677,2023-06-03 04:00:00,Month-to-month,Electronic Check,45,101.82,3869.16,2,10,0,38.0,0,2,15.0
CUST-03678,2023-06-03 05:00:00,Month-to-month,Bank Transfer,34,47.08,1789.04,1,2,0,38.0,0,0,30.0
CUST-03679,2023-06-03 06:00:00,Two year,Credit Card,48,94.92,3606.96,4,6,0,38.0,2,1,17.0
CUST-03680,2023-06-03 07:00:00,Month-to-month,Credit Card,27,59.97,2278.86,3,5,0,38.0,0,1,39.0
CUST-03681,2023-06-03 08:00:00,One year,Electronic Check,66,82.48,3134.24,1,6,0,38.0,1,2,8.0
CUST-03682,2023-06-03 09:00:00,Month-to-month,Mailed Check,39,33.47,1271.86,2,9,0,38.0,0,3,17.0
CUST-03683,2023-06-03 10:00:00,One year,Electronic Check,47,74.57,2833.66,0,10,0,38.0,1,2,7.0
CUST-03684,2023-06-03 11:00:00,Month-to-month,Mailed Check,79,43.37,1648.06,0,7,1,38.0,0,3,16.0
CUST-03685,2023-06-03 12:00:00,One year,Mailed Check,66,73.76,2802.88,2,5,0,38.0,1,3,48.0
CUST-03686,2023-06-03 13:00:00,Month-to-month,Mailed Check,38,42.71,1622.98,1,10,0,38.0,0,3,6.0
CUST-03687,2023-06-03 14:00:00,Two year,Mailed Check,53,69.33,2634.54,1,7,0,38.0,2,3,6.0
CUST-03688,2023-06-03 15:00:00,Month-to-month,Mailed Check,70,39.95,1518.1,3,8,0,38.0,0,3,2.0
CUST-03689,2023-06-03 16:00:00,Month-to-month,Electronic Check,40,49.79,1892.02,0,1,0,38.0,0,2,23.0
CUST-03690,2023-06-03 17:00:00,Month-to-month,Mailed Check,55,83.55,3174.9,3,10,0,38.0,0,3,7.0
CUST-03691,2023-06-03 18:00:00,Two year,Bank Transfer,29,117.9,4480.2,3,7,1,38.0,2,0,73.0
CUST-03692,2023-06-03 19:00:00,Month-to-month,Bank Transfer,42,70.42,2675.96,0,4,0,38.0,0,0,8.0
CUST-03693,2023-06-03 20:00:00,One year,Mailed Check,71,91.84,3489.92,3,5,1,38.0,1,3,64.0
CUST-03694,2023-06-03 21:00:00,Month-to-month,Bank Transfer,74,78.54,2984.5200000000004,4,2,1,38.0,0,0,74.0
CUST-03695,2023-06-03 22:00:00,Month-to-month,Credit Card,37,74.85,2844.3,3,10,0,38.0,0,1,9.0
CUST-03696,2023-06-03 23:00:00,Month-to-month,Electronic Check,66,35.81,1360.7800000000002,2,5,1,38.0,0,2,19.0
CUST-03697,2023-06-04 00:00:00,Two year,Electronic Check,66,42.98,1633.2399999999998,4,9,0,38.0,2,2,13.0
CUST-03698,2023-06-04 01:00:00,One year,Mailed Check,59,109.47,4159.86,2,1,1,38.0,1,3,80.0
CUST-03699,2023-06-04 02:00:00,Two year,Mailed Check,24,66.91,2542.58,1,3,0,38.0,2,3,20.0
CUST-03700,2023-06-04 03:00:00,Month-to-month,Credit Card,46,85.29,3241.0200000000004,2,4,0,38.0,0,1,8.0
CUST-03701,2023-06-04 04:00:00,One year,Mailed Check,65,77.54,2946.5200000000004,1,9,0,38.0,1,3,11.0
CUST-03702,2023-06-04 05:00:00,One year,Bank Transfer,46,64.09,2435.42,2,2,0,38.0,1,0,15.0
CUST-03703,2023-06-04 06:00:00,Month-to-month,Credit Card,30,64.9,2466.2000000000003,1,7,0,38.0,0,1,10.0
CUST-03704,2023-06-04 07:00:00,Two year,Bank Transfer,20,79.99,3039.62,0,9,0,38.0,2,0,8.0
CUST-03705,2023-06-04 08:00:00,Two year,Electronic Check,19,42.69,1622.2199999999998,2,10,0,38.0,2,2,26.0
CUST-03706,2023-06-04 09:00:00,Two year,Bank Transfer,33,64.85,2464.3,1,4,0,38.0,2,0,6.0
CUST-03707,2023-06-04 10:00:00,One year,Electronic Check,47,70.22,2668.36,0,5,0,38.0,1,2,5.0
CUST-03708,2023-06-04 11:00:00,Month-to-month,Bank Transfer,55,118.66,4509.08,3,10,0,38.0,0,0,11.0
CUST-03709,2023-06-04 12:00:00,Month-to-month,Electronic Check,23,61.62,2341.56,4,4,0,38.0,0,2,33.0
CUST-03710,2023-06-04 13:00:00,Two year,Mailed Check,62,88.01,3344.38,3,7,0,38.0,2,3,6.0
CUST-03711,2023-06-04 14:00:00,Month-to-month,Bank Transfer,24,42.36,1609.68,3,8,0,38.0,0,0,8.0
CUST-03712,2023-06-04 15:00:00,One year,Electronic Check,22,35.88,1363.44,2,8,0,38.0,1,2,12.0
CUST-03713,2023-06-04 16:00:00,One year,Bank Transfer,73,108.44,4120.72,1,3,0,38.0,1,0,15.0
CUST-03714,2023-06-04 17:00:00,One year,Unknown,24,95.76,3638.88,0,2,0,38.0,1,4,21.0
CUST-03715,2023-06-04 18:00:00,Two year,Mailed Check,51,58.57,2225.66,3,6,1,38.0,2,3,78.0
CUST-03716,2023-06-04 19:00:00,Month-to-month,Electronic Check,49,75.41,2865.58,0,1,1,38.0,0,2,42.0
CUST-03717,2023-06-04 20:00:00,Month-to-month,Credit Card,66,42.21,1603.98,2,9,0,38.0,0,1,37.0
CUST-03718,2023-06-04 21:00:00,Month-to-month,Bank Transfer,30,93.64,3558.32,3,7,0,38.0,0,0,4.0
CUST-03719,2023-06-04 22:00:00,Month-to-month,Credit Card,47,36.32,1380.16,0,8,0,38.0,0,1,10.0
CUST-03720,2023-06-04 23:00:00,Month-to-month,Bank Transfer,42,98.13,3728.94,2,7,0,38.0,0,0,3.0
CUST-03721,2023-06-05 00:00:00,Month-to-month,Mailed Check,38,79.21,3009.98,2,5,0,38.0,0,3,5.0
CUST-03722,2023-06-05 01:00:00,Two year,Credit Card,77,55.09,2093.42,0,5,1,38.0,2,1,18.0
CUST-03723,2023-06-05 02:00:00,Two year,Mailed Check,76,107.63,4089.94,2,7,0,38.0,2,3,10.0
CUST-03724,2023-06-05 03:00:00,Month-to-month,Electronic Check,38,118.75,4512.5,4,7,0,38.0,0,2,6.0
CUST-03725,2023-06-05 04:00:00,Month-to-month,Bank Transfer,45,52.88,2009.44,0,2,1,38.0,0,0,73.0
CUST-03726,2023-06-05 05:00:00,Two year,Bank Transfer,65,102.56,3897.28,1,2,0,38.0,2,0,3.0
CUST-03727,2023-06-05 06:00:00,Month-to-month,Mailed Check,75,97.51,3705.38,1,7,1,38.0,0,3,69.0
CUST-03728,2023-06-05 07:00:00,Month-to-month,Mailed Check,37,97.24,3695.12,0,5,1,38.0,0,3,72.0
CUST-03729,2023-06-05 08:00:00,Month-to-month,Electronic Check,51,116.15,4413.7,1,2,0,38.0,0,2,2.0
CUST-03730,2023-06-05 09:00:00,Month-to-month,Credit Card,22,73.79,2804.0200000000004,1,1,0,38.0,0,1,7.0
CUST-03731,2023-06-05 10:00:00,Month-to-month,Bank Transfer,35,90.67,3445.46,2,9,0,38.0,0,0,5.0
CUST-03732,2023-06-05 11:00:00,Two year,Bank Transfer,77,104.15,3957.7,4,8,1,38.0,2,0,77.0
CUST-03733,2023-06-05 12:00:00,Month-to-month,Electronic Check,56,73.15,2779.7000000000003,1,2,0,38.0,0,2,40.0
CUST-03734,2023-06-05 13:00:00,Month-to-month,Electronic Check,60,73.32,2786.16,2,2,0,38.0,0,2,15.0
CUST-03735,2023-06-05 14:00:00,Month-to-month,Mailed Check,74,58.67,2229.46,0,3,1,38.0,0,3,65.0
CUST-03736,2023-06-05 15:00:00,Month-to-month,Mailed Check,74,100.27,3810.26,0,4,1,38.0,0,3,71.0
CUST-03737,2023-06-05 16:00:00,One year,Credit Card,28,91.75,3486.5,3,9,0,38.0,1,1,7.0
CUST-03738,2023-06-05 17:00:00,One year,Electronic Check,71,70.6,2682.8,1,6,0,38.0,1,2,6.0
CUST-03739,2023-06-05 18:00:00,One year,Credit Card,34,67.73,2573.74,1,3,0,38.0,1,1,14.0
CUST-03740,2023-06-05 19:00:00,Month-to-month,Electronic Check,65,36.52,1387.7600000000002,5,8,0,38.0,0,2,22.0
CUST-03741,2023-06-05 20:00:00,Two year,Bank Transfer,62,30.58,1162.04,2,6,0,38.0,2,0,17.0
CUST-03742,2023-06-05 21:00:00,Two year,Electronic Check,39,77.6,2948.8,2,8,0,38.0,2,2,7.0
CUST-03743,2023-06-05 22:00:00,One year,Electronic Check,54,67.57,2567.66,0,10,0,38.0,1,2,6.0
CUST-03744,2023-06-05 23:00:00,Month-to-month,Bank Transfer,37,101.64,3862.32,0,2,0,38.0,0,0,5.0
CUST-03745,2023-06-06 00:00:00,Month-to-month,Electronic Check,65,78.83,2995.54,2,8,0,38.0,0,2,2.0
CUST-03746,2023-06-06 01:00:00,Month-to-month,Unknown,77,114.3,4229.099999999999,0,5,0,37.0,0,4,8.0
CUST-03747,2023-06-06 02:00:00,One year,Mailed Check,71,47.64,1762.68,1,10,0,37.0,1,3,8.0
CUST-03748,2023-06-06 03:00:00,Month-to-month,Mailed Check,71,119.11,4407.07,2,4,0,37.0,0,3,8.0
CUST-03749,2023-06-06 04:00:00,Month-to-month,Credit Card,65,56.81,2101.9700000000003,3,3,0,37.0,0,1,3.0
CUST-03750,2023-06-06 05:00:00,Two year,Bank Transfer,65,87.81,3248.9700000000003,3,9,0,37.0,2,0,5.0
CUST-03751,2023-06-06 06:00:00,Two year,Unknown,63,75.16,2780.92,4,10,1,37.0,2,4,74.0
CUST-03752,2023-06-06 07:00:00,Two year,Credit Card,23,62.36,2307.32,1,7,0,37.0,2,1,30.0
CUST-03753,2023-06-06 08:00:00,Month-to-month,Mailed Check,51,42.53,1573.61,3,7,0,37.0,0,3,21.0
CUST-03754,2023-06-06 09:00:00,One year,Mailed Check,31,42.13,1558.8100000000002,0,6,0,37.0,1,3,7.0
CUST-03755,2023-06-06 10:00:00,Month-to-month,Credit Card,65,94.03,3479.11,0,9,0,37.0,0,1,5.0
CUST-03756,2023-06-06 11:00:00,Month-to-month,Mailed Check,40,63.98,2367.26,1,3,0,37.0,0,3,8.0
CUST-03757,2023-06-06 12:00:00,Month-to-month,Credit Card,79,116.52,4311.24,4,1,0,37.0,0,1,10.0
CUST-03758,2023-06-06 13:00:00,Month-to-month,Mailed Check,37,59.3,2194.1,1,7,0,37.0,0,3,10.0
CUST-03759,2023-06-06 14:00:00,Month-to-month,Credit Card,30,118.52,4385.24,1,9,0,37.0,0,1,5.0
CUST-03760,2023-06-06 15:00:00,Two year,Electronic Check,64,48.48,1793.76,6,6,0,37.0,2,2,11.0
CUST-03761,2023-06-06 16:00:00,Month-to-month,Electronic Check,61,39.24,1451.88,0,10,0,37.0,0,2,16.0
CUST-03762,2023-06-06 17:00:00,One year,Electronic Check,58,58.12,2150.44,0,2,0,37.0,1,2,43.0
CUST-03763,2023-06-06 18:00:00,Month-to-month,Electronic Check,49,109.7,4058.9,2,8,1,37.0,0,2,19.0
CUST-03764,2023-06-06 19:00:00,Month-to-month,Unknown,43,76.96,2847.52,2,9,0,37.0,0,4,16.0
CUST-03765,2023-06-06 20:00:00,Month-to-month,Bank Transfer,67,42.2,1561.4,2,10,1,37.0,0,0,79.0
CUST-03766,2023-06-06 21:00:00,Month-to-month,Credit Card,70,48.22,1784.14,0,8,1,37.0,0,1,68.0
CUST-03767,2023-06-06 22:00:00,Month-to-month,Bank Transfer,31,58.01,2146.37,0,9,0,37.0,0,0,4.0
CUST-03768,2023-06-06 23:00:00,Month-to-month,Mailed Check,69,83.11,3075.07,0,1,1,37.0,0,3,78.0
